name1,name2,accurate,callees_json_bin_total,callees_json_matched,callees_json_non_matched,callees_json_src_total,calls,conditions,constants_json_bin_total,constants_json_matched,constants_json_non_matched,constants_json_src_total,externals,globals,heuristic,loops,recursive,switchs,switchs_json
c_escape,c_escape,1,4,0,9,5,1,1,1,0,7,6,5,0,0,0,1,0,1
tool_setopt_enum,tool_setopt_enum,1,2,1,2,2,0,1,2,2,0,2,1,0,0,2,1,0,1
tool_setopt_flags,tool_setopt_flags,1,5,1,7,4,1,2,6,6,1,7,1,0,0,2,1,0,1
tool_setopt_bitmask,tool_setopt_bitmask,1,5,1,7,4,1,2,6,6,1,7,1,0,0,2,1,0,1
libcurl_generate_slist,libcurl_generate_slist,1,3,2,2,3,0,1,4,4,0,4,4,0,0,7,1,0,1
libcurl_generate_mime,libcurl_generate_mime,1,7,4,6,7,0,10,19,17,5,20,4,0,0,30,0,1,0
tool_setopt_mimepost,tool_setopt_mimepost,1,4,2,3,3,1,0,1,1,0,1,1,0,0,1,1,0,1
tool_setopt_slist,tool_setopt_slist,1,4,2,3,3,1,0,1,1,0,1,1,0,0,1,1,0,1
tool_setopt,tool_setopt,1,7,2,11,8,1,3,7,6,2,7,3,1,0,4,1,0,1
tool_go_sleep,tool_go_sleep,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
glob_fixed,glob_fixed,1,2,0,4,2,0,0,1,1,0,1,0,0,0,0,1,0,1
multiply,multiply,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
glob_set,glob_set,1,4,1,6,4,0,9,6,6,0,6,0,0,0,0,1,1,0
glob_range,glob_range,1,7,3,7,6,1,5,4,4,0,4,0,0,0,0,1,0,1
peek_ipv6,peek_ipv6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
glob_parse,glob_parse,1,6,4,3,5,1,7,2,2,0,2,0,0,0,1,1,1,0
glob_url,glob_url,1,9,2,13,8,1,1,2,2,0,2,0,0,0,1,1,0,1
glob_cleanup,glob_cleanup,1,1,0,2,1,0,2,0,0,0,0,0,0,0,5,1,0,1
glob_cleanup,glob_cleanup,1,1,0,1,0,1,4,0,0,0,0,0,0,0,1,1,0,1
glob_next_url,glob_next_url,1,4,0,8,4,0,9,3,3,0,3,0,0,0,0,1,2,0
glob_match_url,glob_match_url,1,10,1,17,9,1,6,2,2,0,2,1,0,0,3,1,1,0
tvnow,tvnow,1,3,0,4,1,2,2,1,0,1,0,4,0,0,0,1,0,1
tvdiff,tvdiff,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
ourWriteOut,ourWriteOut,1,8,0,14,6,2,11,41,10,33,12,3,1,0,1,1,2,0
fwrite_xattr,fwrite_xattr,1,4,0,4,0,4,5,2,0,2,0,0,0,0,1,1,0,1
curlx_strtoofft,curlx_strtoofft,1,4,1,5,3,1,3,0,0,0,0,0,0,0,0,1,0,1
curlx_nonblock,curlx_nonblock,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
curlx_ultous,curlx_ultous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_ultouc,curlx_ultouc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_ultosi,curlx_ultosi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_uztoso,curlx_uztoso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_uztosi,curlx_uztosi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_uztoul,curlx_uztoul,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
curlx_uztoui,curlx_uztoui,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
curlx_sltosi,curlx_sltosi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_sltoui,curlx_sltoui,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_sltous,curlx_sltous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
curlx_uztosz,curlx_uztosz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_sotouz,curlx_sotouz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_sztosi,curlx_sztosi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_uitous,curlx_uitous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_uitouc,curlx_uitouc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_uitosi,curlx_uitosi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
curlx_sitouz,curlx_sitouz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Curl_isspace,Curl_isspace,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
Curl_isdigit,Curl_isdigit,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
Curl_isalnum,Curl_isalnum,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
Curl_isxdigit,Curl_isxdigit,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
Curl_isgraph,Curl_isgraph,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
Curl_isprint,Curl_isprint,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
Curl_isalpha,Curl_isalpha,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
Curl_isupper,Curl_isupper,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
Curl_islower,Curl_islower,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
Curl_iscntrl,Curl_iscntrl,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
curl_easy_getinfo,curl_easy_getinfo,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1
curl_strequal,curl_strequal,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
curl_easy_setopt,curl_easy_setopt,1,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1
curl_mime_type,curl_mime_type,1,0,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,1
curl_easy_escape,curl_easy_escape,1,0,0,6,6,6,6,0,0,1,1,1,0,0,1,0,0,1
curl_global_cleanup,curl_global_cleanup,1,0,0,2,2,2,3,0,0,0,0,0,0,0,3,0,0,1
curl_mime_filedata,curl_mime_filedata,1,0,0,5,5,5,9,0,0,0,0,0,0,0,0,0,0,1
curl_mime_name,curl_mime_name,1,0,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,1
curl_easy_reset,curl_easy_reset,1,0,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,1
curl_mime_filename,curl_mime_filename,1,0,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,1
curl_mime_data_cb,curl_mime_data_cb,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
curl_easy_init,curl_easy_init,1,0,0,2,2,2,3,0,0,0,0,0,0,0,2,0,0,1
curl_free,curl_free,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
curl_slist_append,curl_slist_append,1,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1
curl_easy_pause,curl_easy_pause,1,0,0,4,4,4,8,0,0,0,0,0,0,0,2,0,0,1
curl_mvaprintf,curl_mvaprintf,1,0,0,3,3,3,4,0,0,1,1,1,0,0,0,0,0,1
curl_mime_init,curl_mime_init,1,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,1
curl_mvfprintf,curl_mvfprintf,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
curl_slist_free_all,curl_slist_free_all,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1
curl_version,curl_version,1,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1
curl_easy_perform,curl_easy_perform,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
curl_easy_cleanup,curl_easy_cleanup,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1
curl_mime_data,curl_mime_data,1,0,0,4,4,4,5,0,0,0,0,0,0,0,0,0,0,1
strdup,strdup,1,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1
curl_msnprintf,curl_msnprintf,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1
curl_mime_encoder,curl_mime_encoder,1,0,0,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1
curl_mprintf,curl_mprintf,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1
curl_mime_headers,curl_mime_headers,1,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1
curl_getenv,curl_getenv,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
curl_version_info,curl_version_info,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
curl_mime_free,curl_mime_free,1,0,0,3,3,3,1,0,0,0,0,0,0,0,1,0,0,1
curl_getdate,curl_getdate,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
curl_global_init,curl_global_init,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
curl_maprintf,curl_maprintf,1,0,0,5,5,5,4,0,0,1,1,1,0,0,0,0,0,1
curl_mime_addpart,curl_mime_addpart,1,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1
curl_easy_strerror,curl_easy_strerror,1,0,0,0,0,0,0,0,0,88,88,88,0,0,0,0,1,0
curl_mime_subparts,curl_mime_subparts,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
curl_strnequal,curl_strnequal,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
curl_mfprintf,curl_mfprintf,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1
cs_reg_write,.cs_reg_write,1,0,0,1,1,1,4,0,0,0,0,1,1,0,0,0,0,1
cs_disasm,cs_disasm,1,8,2,17,13,5,15,122,0,122,0,7,0,0,2,1,1,0
cs_version,cs_version,1,1,0,2,1,0,5,12,0,12,0,9,0,0,3,1,3,0
cs_support,cs_support,1,1,0,2,1,0,2,14,0,14,0,6,0,0,1,1,1,0
cs_errno,cs_errno,1,0,0,0,0,0,3,5,0,5,0,0,0,0,1,1,0,1
cs_strerror,cs_strerror,1,0,0,0,0,0,2,63,0,76,13,20,0,0,1,1,0,0
cs_open,cs_open,1,3,0,7,4,1,5,41,0,58,17,2,1,0,1,1,1,0
cs_close,cs_close,1,1,0,3,2,1,0,7,0,7,0,2,0,0,1,1,1,0
cs_option,cs_option,1,1,0,4,3,2,3,47,0,47,0,10,1,0,1,1,0,0
cs_disasm_ex,cs_disasm_ex,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
cs_free,cs_free,1,1,0,2,1,0,6,7,0,7,0,1,0,0,0,1,0,1
cs_malloc,cs_malloc,1,2,0,4,2,0,1,12,0,12,0,3,0,0,1,1,1,0
cs_disasm_iter,cs_disasm_iter,1,5,2,11,10,5,4,42,0,42,0,9,0,0,1,1,1,0
cs_reg_name,cs_reg_name,1,0,0,1,1,1,5,6,0,6,0,1,0,0,1,1,0,1
cs_insn_name,cs_insn_name,1,0,0,1,1,1,10,8,0,8,0,1,0,0,1,1,0,1
cs_group_name,cs_group_name,1,0,0,1,1,1,9,7,0,7,0,1,0,0,1,1,0,1
cs_insn_group,cs_insn_group,1,1,0,2,1,0,1,16,0,16,0,7,0,0,1,1,1,0
cs_reg_read,cs_reg_read,1,1,0,2,1,0,1,20,0,20,0,6,0,0,1,1,1,0
cs_reg_write,cs_reg_write,1,1,0,2,1,0,1,19,0,19,0,7,0,0,1,1,1,0
cs_op_count,cs_op_count,1,0,0,0,0,0,10,93,0,93,0,1,0,0,7,1,0,0
cs_op_index,cs_op_index,1,0,0,0,0,0,18,108,0,108,0,1,0,0,7,1,0,0
insn_find,insn_find,1,1,0,2,1,0,1,9,0,9,0,2,0,0,1,1,1,0
name2id,name2id,1,1,0,2,1,0,1,9,0,9,0,1,0,0,0,1,1,0
count_positive,count_positive,1,0,0,0,0,0,5,6,0,6,0,0,0,0,0,1,0,1
cs_strdup,cs_strdup,1,2,0,5,3,1,2,4,0,4,0,1,0,0,1,1,0,1
cs_snprintf,cs_snprintf,1,1,0,4,3,2,2,0,0,0,0,1,0,0,0,1,0,1
SStream_concat,SStream_concat,1,1,0,4,3,2,2,11,0,11,0,1,0,0,0,1,0,1
SStream_Init,SStream_Init,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SStream_concat0,SStream_concat0,1,2,0,4,2,0,0,5,0,5,0,0,0,0,0,0,0,1
printInt64Bang,printInt64Bang,1,0,0,1,1,1,1,15,0,19,4,28,0,0,1,1,1,0
printUInt64Bang,printUInt64Bang,1,0,0,1,1,1,4,10,0,12,2,13,0,0,1,1,0,1
printInt64,printInt64,1,0,0,1,1,1,1,15,0,19,4,24,0,0,1,1,1,0
printInt32BangDec,printInt32BangDec,1,0,0,1,1,1,4,9,0,11,2,8,0,0,1,1,0,1
printInt32Bang,printInt32Bang,1,0,0,1,1,1,1,15,0,19,4,20,0,0,1,1,1,0
printInt32,printInt32,1,0,0,1,1,1,2,14,0,18,4,16,0,0,1,1,1,0
printUInt32Bang,printUInt32Bang,1,0,0,1,1,1,2,8,0,10,2,9,0,0,1,1,0,1
printUInt32,printUInt32,1,0,0,1,1,1,2,8,0,10,2,7,0,0,1,1,0,1
MCOperandInfo_isPredicate,MCOperandInfo_isPredicate,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,1
MCOperandInfo_isOptionalDef,MCOperandInfo_isOptionalDef,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1
MCRegisterInfo_getSubReg,MCRegisterInfo_getSubReg,1,1,0,5,4,3,2,22,0,22,0,5,0,0,0,1,1,0
MCRegisterClass_contains,MCRegisterClass_contains,1,0,0,0,0,0,3,10,0,10,0,1,0,0,1,1,0,1
MCRegisterInfo_InitMCRegisterInfo,MCRegisterInfo_InitMCRegisterInfo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCRegisterInfo_getMatchingSuperReg,MCRegisterInfo_getMatchingSuperReg,1,1,0,7,6,5,0,25,0,25,0,7,0,0,0,1,1,0
MCRegisterInfo_getRegClass,MCRegisterInfo_getRegClass,1,0,0,0,0,0,2,6,0,6,0,0,0,0,1,1,0,1
getRegisterName,getRegisterName,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1
printOperand,printOperand,1,10,8,4,10,0,1,4,0,11,7,3,0,0,0,1,1,0
printOperand,printOperand,1,10,6,7,9,1,2,4,0,4,0,4,0,0,0,1,1,0
printOperand,printOperand,1,10,0,10,0,10,19,4,0,4,0,4,0,0,0,1,0,1
printOperand,printOperand,1,10,0,10,0,10,19,4,0,4,0,4,0,0,0,1,0,1
printInstruction,printInstruction,1,53,0,53,0,53,192,141,0,141,0,160,0,0,2,1,12,0
destroy,destroy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
init,init,1,2,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,1
option,option,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2,0
set_mem_access,set_mem_access,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
set_mem_access,set_mem_access,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
decodeInstruction,decodeInstruction,1,20,0,25,5,15,598,53,0,53,0,7,0,0,3,1,3,0
isPrefixAtLocation,isPrefixAtLocation,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0
readOpcodeRegister,readOpcodeRegister,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0
readImmediate,readImmediate,1,1,0,5,4,3,9,0,0,0,0,0,0,0,3,1,1,0
getIDWithAttrMask,getIDWithAttrMask,1,1,0,5,4,3,34,0,0,0,0,25,0,0,0,1,6,0
fixupReg,fixupReg,1,0,0,2,2,2,11,0,0,0,0,6,0,0,0,1,5,0
reader,reader,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
X86_init,X86_init,1,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1
X86_getInstruction,X86_getInstruction,1,8,0,12,4,4,87,5,0,5,0,13,0,0,1,1,9,0
_printOperand,_printOperand,1,7,6,2,7,0,0,5,0,9,4,2,0,0,0,1,0,1
_printOperand,_printOperand,1,7,6,2,7,0,0,5,0,9,4,2,0,0,0,1,0,1
printMemReference,printMemReference,1,7,7,0,7,0,0,8,0,18,10,3,0,0,0,1,0,1
printMemReference,printMemReference,1,7,7,0,7,0,1,8,2,16,12,1,0,0,0,1,0,1
printMemReference,printMemReference,1,7,0,7,0,7,20,8,0,8,0,13,0,0,0,1,0,1
printMemReference,printMemReference,1,7,0,7,0,7,20,8,0,8,0,13,0,0,0,1,0,1
printSSECC,printSSECC,1,4,4,0,4,0,0,8,8,8,16,7,0,0,0,1,0,0
printSSECC,printSSECC,1,4,4,0,4,0,0,8,8,8,16,7,0,0,0,1,0,0
printAVXCC,printAVXCC,1,4,4,0,4,0,0,32,32,0,32,1,0,0,0,1,0,0
printAVXCC,printAVXCC,1,4,4,0,4,0,0,32,32,0,32,1,0,0,0,1,0,0
printImm,printImm,1,2,2,0,2,0,1,5,1,8,5,0,0,0,0,1,0,1
printSrcIdx,printSrcIdx,1,5,4,3,6,1,2,0,0,3,3,0,0,0,0,1,0,1
printSrcIdx,printSrcIdx,1,5,4,3,6,1,2,0,0,3,3,0,0,0,0,1,0,1
printDstIdx,printDstIdx,1,10,1,11,3,7,29,2,0,5,3,3,0,0,0,1,0,1
printDstIdx,printDstIdx,1,10,2,10,4,6,29,2,1,3,3,3,0,0,0,1,0,1
printSrcIdx8,printSrcIdx8,1,5,0,6,1,4,5,1,0,1,0,4,0,0,0,1,0,1
printSrcIdx8,printSrcIdx8,1,5,1,5,2,3,5,1,1,0,1,3,0,0,0,1,0,1
printSrcIdx16,printSrcIdx16,1,5,0,6,1,4,5,1,0,1,0,4,0,0,0,1,0,1
printSrcIdx16,printSrcIdx16,1,5,1,5,2,3,5,1,1,0,1,3,0,0,0,1,0,1
printSrcIdx32,printSrcIdx32,1,5,0,6,1,4,5,1,0,1,0,4,0,0,0,1,0,1
printSrcIdx32,printSrcIdx32,1,5,1,5,2,3,5,1,1,0,1,3,0,0,0,1,0,1
printSrcIdx64,printSrcIdx64,1,5,0,6,1,4,5,1,0,1,0,4,0,0,0,1,0,1
printSrcIdx64,printSrcIdx64,1,5,1,5,2,3,5,1,1,0,1,3,0,0,0,1,0,1
printDstIdx8,printDstIdx8,1,10,0,11,1,9,32,3,0,3,0,7,0,0,0,1,0,1
printDstIdx8,printDstIdx8,1,10,1,10,2,8,32,3,1,2,1,6,0,0,0,1,0,1
printDstIdx16,printDstIdx16,1,10,0,11,1,9,32,3,0,3,0,7,0,0,0,1,0,1
printDstIdx16,printDstIdx16,1,10,1,10,2,8,32,3,1,2,1,6,0,0,0,1,0,1
printDstIdx32,printDstIdx32,1,10,0,11,1,9,32,3,0,3,0,7,0,0,0,1,0,1
printDstIdx32,printDstIdx32,1,10,1,10,2,8,32,3,1,2,1,6,0,0,0,1,0,1
printDstIdx64,printDstIdx64,1,10,0,11,1,9,32,3,0,3,0,7,0,0,0,1,0,1
printDstIdx64,printDstIdx64,1,10,1,10,2,8,32,3,1,2,1,6,0,0,0,1,0,1
X86_Intel_printInst,X86_Intel_printInst,1,30,3,31,7,23,64,48,0,48,0,61,0,0,2,1,8,0
X86_ATT_printInst,X86_ATT_printInst,1,32,6,31,11,21,51,47,2,45,2,54,0,0,2,1,5,0
x86_map_sib_base,x86_map_sib_base,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
x86_map_sib_index,x86_map_sib_index,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
x86_map_segment,x86_map_segment,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
X86_reg_name,X86_reg_name,1,0,0,0,0,0,0,2,2,0,2,1,0,0,0,1,0,1
X86_insn_name,X86_insn_name,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
X86_group_name,X86_group_name,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
X86_get_insn_id,X86_get_insn_id,1,2,2,2,4,2,99,0,0,0,0,1,1,0,16,1,7,0
X86_insn_reg_intel,X86_insn_reg_intel,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1
X86_insn_reg_intel2,X86_insn_reg_intel2,1,0,0,0,0,0,5,0,0,0,0,1,1,0,1,1,0,1
X86_insn_reg_att2,X86_insn_reg_att2,1,0,0,0,0,0,5,0,0,0,0,1,1,0,1,1,0,1
X86_insn_reg_att,X86_insn_reg_att,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
X86_lockrep,X86_lockrep,1,4,3,7,9,5,65,7,7,0,7,1,0,0,0,1,1,0
op_addReg,op_addReg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
op_addImm,op_addImm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
op_addSseCC,op_addSseCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
op_addAvxCC,op_addAvxCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
op_addAvxRoundingMode,op_addAvxRoundingMode,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
op_addAvxZeroOpmask,op_addAvxZeroOpmask,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
op_addAvxSae,op_addAvxSae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
op_addAvxBroadcast,op_addAvxBroadcast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
X86_immediate_size,X86_immediate_size,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1
X86_enable,X86_enable,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
MCInst_Init,MCInst_Init,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCInst_clear,MCInst_clear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCInst_insert0,MCInst_insert0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1
MCInst_setOpcode,MCInst_setOpcode,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCInst_setOpcodePub,MCInst_setOpcodePub,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCInst_getOpcode,MCInst_getOpcode,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCInst_getOpcodePub,MCInst_getOpcodePub,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCInst_getOperand,MCInst_getOperand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCInst_getNumOperands,MCInst_getNumOperands,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCInst_addOperand2,MCInst_addOperand2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_Init,MCOperand_Init,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_isValid,MCOperand_isValid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_isReg,MCOperand_isReg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_isImm,MCOperand_isImm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_isFPImm,MCOperand_isFPImm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_getReg,MCOperand_getReg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_setReg,MCOperand_setReg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_getImm,MCOperand_getImm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_setImm,MCOperand_setImm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_getFPImm,MCOperand_getFPImm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_setFPImm,MCOperand_setFPImm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_CreateReg1,MCOperand_CreateReg1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_CreateReg0,MCOperand_CreateReg0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_CreateImm1,MCOperand_CreateImm1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCOperand_CreateImm0,MCOperand_CreateImm0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MD5_Init,.MD5_Init,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
MD5_Init,.MD5_Init,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
curl_multi_remove_handle,.curl_multi_remove_handle,1,0,0,9,9,9,16,0,0,0,0,1,1,0,1,0,0,1
curl_strequal,.curl_strequal,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
curl_multi_timeout,.curl_multi_timeout,1,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,1
MD5_Update,.MD5_Update,1,0,0,2,2,2,4,0,0,0,0,1,1,0,0,0,0,1
MD5_Update,.MD5_Update,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
curl_mime_type,.curl_mime_type,1,0,0,2,2,2,3,0,0,0,0,1,1,0,1,0,0,1
curl_easy_escape,.curl_easy_escape,1,0,0,6,6,6,6,0,0,1,1,0,1,0,1,0,0,1
curl_mime_filedata,.curl_mime_filedata,1,0,0,5,5,5,9,0,0,0,0,1,1,0,0,0,0,1
curl_mime_name,.curl_mime_name,1,0,0,2,2,2,3,0,0,0,0,1,1,0,1,0,0,1
curl_mime_filename,.curl_mime_filename,1,0,0,2,2,2,3,0,0,0,0,1,1,0,1,0,0,1
curl_mime_data_cb,.curl_mime_data_cb,1,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,1
curl_easy_init,.curl_easy_init,1,0,0,2,2,2,3,0,0,0,0,1,1,0,2,0,0,1
curl_free,.curl_free,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
curl_multi_setopt,.curl_multi_setopt,1,0,0,4,4,4,2,0,0,0,0,1,1,0,0,0,1,0
curl_slist_append,.curl_slist_append,1,0,0,3,3,3,2,0,0,0,0,1,1,0,0,0,0,1
curl_mvaprintf,.curl_mvaprintf,1,0,0,3,3,3,4,0,0,1,1,0,1,0,0,0,0,1
curl_mime_init,.curl_mime_init,1,0,0,5,5,5,2,0,0,0,0,1,1,0,0,0,0,1
curl_easy_unescape,.curl_easy_unescape,1,0,0,3,3,3,4,0,0,0,0,1,1,0,1,0,0,1
curl_slist_free_all,.curl_slist_free_all,1,0,0,1,1,1,1,0,0,0,0,1,1,0,2,0,0,1
curl_version,.curl_version,1,0,0,2,2,2,3,0,0,0,0,1,1,0,0,0,0,1
MD5_Final,.MD5_Final,1,0,0,3,3,3,1,0,0,0,0,1,1,0,0,0,0,1
MD5_Final,.MD5_Final,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
